parent_id,district,districtId,label,municipality,message_id,text,createdOn
23mkcc,Trøndelag Politidistrikt,209,12,Indre Fosen,23mkcc-0,"Vært en eksplosjon i en båt, motoren som har eksplodert. Røykutvikling ombord. Båten driver mot land. To personer i båten som sier seg uskadd. HRS koordinerer redning til sjøs, båter er sendt. Brannbåten er ved havaristen. Det er ikke brann ombord. Det er snakk om en 40 fot fritidsbåt som nå slepes inn til land. De to ombord vil få tilsyn av helse, men det er fortsatt ikke meldt om personskade.",2023-07-19T13:54:04.4989227+00:00
23mkgd,Agder Politidistrikt,205,5,Evje og Hornnes,23mkgd-0,Politiet har bortvist en beruset person fra sentrum pga dårlig oppførsel. Mannen laget støy og urinerte på offentlig sted. ,2023-08-27T02:29:53.3603061+00:00
23mkw8,Vest Politidistrikt,207,1,Hyllestad,23mkw8-0,"Kl 1435 meldt om trafikkulykke på FV 607 Åfjordvegen ved Ottringsvika. Ein bil køyrt i fjellknaus, ein person i bilen som er vaken og medviten. Vegen er stengd, naudetatene er fremme og bilberger er på veg.",2023-09-27T13:33:51.6582805+00:00
23mkwv,Sør-Øst Politidistrikt,204,5,Larvik,23mkwv-0,"I forbindelse med dag2 av Stavernfestivalen ble 7 personer bortvist av politiet, en ble anmeldt for bruk av narkotika, en ble innbragt til arrest grunnet beruselse, en ruset person ble overtatt av helse, det var det noe trafikale utfordringer ved Stavernsveien ",2023-07-08T00:05:30.1806262+00:00
23mkzl,Nordland Politidistrikt,210,2,Narvik,23mkzl-0,"Brann i terrenget ca. 2 km sør for Skjomenbrua. Brannvesen og politiet rykker ut. Oppdateres når vi vet mer.  Brannen er slukket, men det ulmer fortsatt noen stedet. Brannvesenet driver nå med å legge vann over stedet.",2023-07-13T10:13:36.0916306+00:00
23ml21,Troms Politidistrikt,211,2,Tromsø,23ml21-0,Nødetatene rykker ut etter melding om at det skal ha brutt ut brann i en hybel. Beboere skal ha kommet seg ut i følge våre opplysninger. Oppdateres så snart vi har noe mer å melde. Nødetatene er fremme på stedet. Brannen er slukket av beboer/forbipasserende. Totalt fire hybler i bygget og kun melding om brann i en av disse. Politiet foretar avhør og undersøkelser. Trolig noe elektronikk som har tatt fyr. Sak opprettes. Det viser seg nå at brannen ikke var fullstendig slukket og brannmannskaper er i gang med slukningsarbeidet. To personer undersøkes av ambulansepersonell da de har fått i seg noe røyk ifm. slukkingsarbeidet. Brannen er slukket og de delene av bygget som kan brukes er tatt i bruk igjen av beboere og arbeidere på stedet. En person tas med til legevakt for videre oppfølging/sjekk av helse.,2023-10-09T06:23:59.6977713+00:00
23ml2j,Trøndelag Politidistrikt,209,4,Namsos,23ml2j-0,Trafikkuhell. En bil har kjørt gjennom rekkverk og inn i en hage. Ingen er skadet. Det er snakk om øvelseskjøring. Patrulje er på stedet og tar opp forklaringer. Det blir opprettet sak og førerkortet til ansvarlig fører blir tatt i beslag. ,2023-07-23T15:04:54.4507102+00:00
23ml48,Vest Politidistrikt,207,7,Bergen,23ml48-0,Mann pågrepet på en adresse i Bergen sentrum. Han er siktet for trusler. ,2023-07-28T00:59:12.3229308+00:00
23ml78,Troms Politidistrikt,211,5,Senja,23ml78-0,"En person innbrakt i drukkenskaps arrest. Funnet svært beruset i sentrum, ikke i stand til å ta vare på seg selv.",2023-09-03T03:46:26.0887648+00:00
23mlk4,Øst Politidistrikt,202,1,Nordre Follo,23mlk4-0,"UP målte en bil til 182 km/t i 80-sonen ved Fjell, hvilket endte med førerkortbeslag på stedet. Fører i 20-årene fra Oslo samtykket ikke i dette, ville heller ikke la seg avhøre.",2023-08-30T19:45:41.3187452+00:00
23mln4,Troms Politidistrikt,211,1,Tromsø,23mln4-0,Mindre trafikkuhell der to personbiler er involvert. Kun snakk om materielle skader. Brudd på vikeplikten ser ut til å være årsak til uhellet. Sak opprettes. ,2023-10-04T13:33:08.6235782+00:00
23mlnq,Sør-Øst Politidistrikt,204,4,Larvik,23mlnq-0,14:58 Nødetater rykker ut til trafikkulykke. En bil har kjørt av veien. To personer i bilen som begge er oppegående.  Bilen har kjørt rett frem i en rundkjøring og ut i grøfta. Fører er avhørt på stedet. Det er besluttet at det ikke blir førerkortbeslag.,2023-07-17T13:09:31.6181162+00:00
23mlqg,Sør-Øst Politidistrikt,204,1,Kongsberg,23mlqg-0,På E134 stanset en patrulje kjøretøy hvor mannlig fører i 20 årene er mistenkt for kjøring i påvirket tilstand. Blodprøver tatt. ,2023-07-21T23:08:59.0218328+00:00
23mlqx,Nordland Politidistrikt,210,1,Vågan,23mlqx-0,"Melding om en bil som har kjørt av veien. Fire personer i bilen. Alle er våkne og kan snakke. Nødetater er på tur, oppdateres her.",2023-10-07T13:35:23.1793538+00:00
23mlrl,Agder Politidistrikt,205,1,Lindesnes,23mlrl-0,"Kl.0705.Melding om bil med tilhenger som mistet en presenning på E39. Traff nesten en annen bil. Viktig at man sørger for sikring av last slik at det ikke oppstår farlige situasjoner, fare for andre og søppel. Vegtrafikksentralen varslet for å plukke den opp. ",2023-09-19T05:24:20.6893465+00:00
23mlx6,Trøndelag Politidistrikt,209,5,Trondheim,23mlx6-0,Mann i 20-årene bortvist fra festivalområdet for resten av helga pga. rasistiske uttalelser og ordensforstyrrelse inne på OBOS-festivalen. ,2023-09-01T16:12:16.1048019+00:00
23mmb0,Agder Politidistrikt,205,1,Lillesand,23mmb0-0,"Kl. 0230. UP trafikkontroll, 3 ff for fart, høyeste hastighet 137 km/t. ",2023-09-07T00:37:35.2246354+00:00
23mmf0,Innlandet Politidistrikt,203,1,Kongsvinger,23mmf0-0,"En bil har kjørt av vegen. Trafikken står på stedet. Nødetater er ankommet . Oppdateres. 2 personer i bilen, fremstår som et trafikalt uhell med utforkjøring. Begge kjøres til legevakt for sjekk. Vegen er åpen.",2023-10-11T10:28:45.6094374+00:00
23mmhb,Sør-Øst Politidistrikt,204,6,Horten,23mmhb-0,23:50 Melding om en kvinne som ropte etter hjelp fra en leilighet. Politiet til stedet. Kvinnen hadde blitt utsatt for vold av en mann. Kvinnen ble tatt med til legevakta og en mann i 20 årene ble besluttet pågrepet og satt i arrest.  Politiet har gjort undersøkelser på stedet og oppretter sak. Kvinnen ble ikke alvorlig skadet.,2023-07-30T00:35:14.5997607+00:00
23mmhs,Øst Politidistrikt,202,1,Fredrikstad,23mmhs-0,Mann i 30-årene fått sitt førerkort beslaglagt etter mistanke om ruspåvirket kjøring. Nødvendige prøver sikret. Mannen samtykker i beslaget.,2023-10-14T07:18:04.5723386+00:00
23mml1,Trøndelag Politidistrikt,209,1,Levanger,23mml1-0,"Kl.1455 : UP-patrulje har stanset kjøretøy på E6 Mulelia, kvinnelig bilfører i 50-årene blir anmeldt for promillekjøring og kjøring uten gyldig førerkort.",2023-08-03T13:49:08.0599164+00:00
23mmp2,Nordland Politidistrikt,210,1,Dønna,23mmp2-0,Skolebuss har kjørt ut av vegen. 18 skolebarn var i bussen - ikke meldt om personskader på noen. Noen av barna er selvfølgelig preget av hendelsen og disse blir fulgt opp. Alle nødetatene er på stedet og politiet oppretter sak. Hendelsen skjedde kl 1414.,2023-09-08T13:21:28.0530606+00:00
23mmst,Øst Politidistrikt,202,1,Fredrikstad,23mmst-0,Nødetatene rykker ut på trafikkulykke med moped og bil. Fremstår ikke som alvorlig personskade. Moped har kjørt inn i bakenden på en annen bil i krysset Damveien/Kråkerøyveien. Ingen personskade. Ordnes med skademelding.,2023-09-11T05:44:31.0166671+00:00
23mmwv,Finnmark Politidistrikt,212,5,Alta,23mmwv-0,Kl 0557 innkom melding om at en person hadde blitt holdt våken i hele natt pga festbråk fra en privat adresse. Politiet oppsøkte adressen og gav den ansvarlige mannen i 20-årsalderen pålegg om må avslutte festen samt holde det stille til kl 1200.,2023-10-15T04:30:11.0106432+00:00
23mmz4,Agder Politidistrikt,205,7,Kristiansand,23mmz4-0,"Politiet på stedet og i kontakt med involverte eiere, etter melding om at to hunder skal ha angrepet en hund i nærheten av sentrum. Hunden er død som følge av hendelsen. Politiet gjør undersøkelser. Politiet har avsluttet på stedet. Sak opprettes. To hunder er avlivet hos veterinær etter hundeeiers eget ønske.",2023-08-05T13:01:48.9668203+00:00
23mmzl,Agder Politidistrikt,205,1,Grimstad,23mmzl-0,Melding om en metallplate som ligger i kanten av vegbanen i området ved Vesterled. Vts varslet.,2023-10-19T04:48:41.178357+00:00
23mn0w,Agder Politidistrikt,205,1,Froland,23mn0w-0,Kl 1045. UP stanset bil på Messelveien der fører mistenkes for ruskjøring. Blodprøve sikret. Vil også bli anmeldt for kjøring uten gyldig førerkort. ,2023-08-09T09:49:33.3844777+00:00
23mn3x,Sør-Øst Politidistrikt,204,1,Ringerike,23mn3x-0,10:45 Patruljen stanset mannlig motorsyklist i 30-åra for kontroll. Han hadde ikke gyldig førerkort og blir anmeldt. ,2023-09-13T09:07:22.7178669+00:00
23mn55,Sør-Øst Politidistrikt,204,5,Sandefjord,23mn55-0,"kl: 03:09 Mann i 30 årene ble pågrepet, siktet for å ha slått en annen mann i hodet flere ganger. Hendelsen skjedde inne på et utested og den fornærmede mannen ble kjørt til legevakta og senere til sykehus for undersøkelser og behandling. Saken anmeldt.",2023-05-28T03:47:16.2099901+00:00
23mn5m,Innlandet Politidistrikt,203,1,Elverum,23mn5m-0,"Kl. 1019: To biler har kollidert på rv 2 sør for Jømna. Det er store materielle skader, men uvisst om det er personskader. Nødetatene er på veg til stedet. En bil har måtte bremse kraftig på grunn av en elg som passerte vegen, og bilen bak klarte ikke å stoppe og kolliderte med bilen foran. De involverte sjekkes av ambulanse på stedet. Det er manuell dirigering på stedet. Fører av begge kjøretøy kjøres med ambulanse til Elverum sykehus for sjekk.",2023-09-16T08:26:27.8464047+00:00
23mn8z,Sør-Øst Politidistrikt,204,5,Tønsberg,23mn8z-0,"kl 01:11 - Vektere ved et utested meldte om en utagerende og truende gjest. Politiet rykket ut til stedet og fikk kontroll på en mann i 20 årene. Han ble bortvist fra sentrum, men valgte å ikke følge pålegget. Han ble innbragt til arrest.  Mannen var i besittelse av narkotika. Han ble anmeldt for forholdene.",2023-06-11T00:05:52.7643655+00:00
23mn9n,Sør-Øst Politidistrikt,204,1,Holmestrand,23mn9n-0,22:41 - Mann i 20-årene stanset av Utrykningspolitiet på E18 etter hastighetsmåling på 185 km/t i 100-sonen. Mannen anmeldes for overtredelsen og får sitt førerkort beslaglagt. ,2023-10-20T21:30:20.5973399+00:00
23mncc,Sør-Øst Politidistrikt,204,2,Hemsedal,23mncc-0,"kl 12:15 - Brannvesen og politi rykket ut til stedet etter melding om at noen brant et stort bål. Bålet slokket. Det var brent planker på stedet. Ansvarlig for bålet, mann i 30 årene ble anmeldt for forholdet. Nødetatene har avsluttet på stedet ",2023-10-24T11:49:09.5698339+00:00
23mncz,Øst Politidistrikt,202,5,Lillestrøm,23mncz-0,Melding om slagsmål i taxikøen i sentrum. 2 menn som kom i klammeri med en annen mann. 2 personer pågrepet og satt i arrest. Sak opprettet.,2023-08-11T01:06:03.7860932+00:00
23mnfp,Trøndelag Politidistrikt,209,1,Stjørdal,23mnfp-0,UP har gjennomført fartskontroll i 70-sone.  Tre sjåfører gitt forenklet forelegg.,2023-08-14T11:05:39.0408647+00:00
23mnk8,Sør-Øst Politidistrikt,204,2,Seljord,23mnk8-0,Nødetatene rykker ut til melding om brann i gress og terreng. Brannen spredt seg til et uthus som har tatt fyr. Skal ikke befinne seg personer i uthuset. Oppdateres. Brannen spredt seg videre til bolig på stedet. Det skal ikke være fare for øvrig bebyggelse. Politiet har ikke kommet i kontakt med eier.,2023-06-04T11:49:28.2114917+00:00
23mnkp,Agder Politidistrikt,205,5,Kristiansand,23mnkp-0,"Kl. 1851, beruset polsk mann rakk ikke flyet til Amsterdam. Insisterer på at han skal ha et fly dit. Nekter og forlate stedet. Politiet på vei for og bistå med og få han vekk. Det er en tysk statsborger som ikke har rukket flyet. Han tas med inn til sentrum og avleveres på et hotell slik at han kan få et fly i morgen.",2023-09-17T17:03:45.556276+00:00
23mnmf,Trøndelag Politidistrikt,209,1,Trondheim,23mnmf-0,Mann i 30-årene hjemmehørende i Trondheim er innbrakt for bevissikring og blir anmeldt for kjøring i påvirket tilstand. Et vitne som ringte til politiet da fører virket beruset og veltet scooteren han kjørte.,2023-09-21T16:22:34.9499862+00:00
23mnmn,Sør-Øst Politidistrikt,204,5,Drammen,23mnmn-0,00:39 - Mann i 30-årene bortvist fra sentrum etter å ha kastet rundt på gjenstander i sinne. Kamerater av mannen bidro til å roe ned situasjonen. ,2023-06-16T23:51:05.4473833+00:00
23mp0f,Sør-Øst Politidistrikt,204,5,Tønsberg,23mp0f-0,"kl 18:34 - Melding fra vekter ved bussterminal om krangel mellom to personer. Politiet er fremme på stedet i kontakt med en av partene.  Politiet har vært i kontakt med en av partene, samt vektere på stedet. Det fremstår som de involverte kjenner hverandre. Ingen opplysninger om at noen er skadet. Politiet avslutter på stedet.",2023-06-20T16:39:01.282187+00:00
23mp1j,Sør-Øst Politidistrikt,204,5,Drammen,23mp1j-0,23:59 Melding om at det hadde vært et slagsmål på et utested. Politiet har vært på stedet. Ingen av partene virket skadet. En mann i 40 årene ble bortvist fra sentrum. ,2023-06-23T22:30:47.9659062+00:00
23mp1t,Sør-Øst Politidistrikt,204,5,Drammen,23mp1t-0,"Vi er på Bragernes torg etter melding om slossing mellom flere personer. To personer lå på bakken da vi ankom, men ingen skal være alvorlig skadet. Hendelsen skal ha startet i køen til et utested. Vi søker etter flere gj.personer i området. Amb har sjekket de to som lå på bakken, ingen er skadd. Vi snakker nå med vitner på stedet ,dørvakter til utested og vi ser på video for å få klarhet i hendelsesforløpet. Uklart hendelsesforløp. Flere vitner beskriver flere involverte som har stukket fra stedet før vi ankom. Ingen er skadet. Vi avslutter på stedet. Vi oppretter sak.",2023-07-05T01:36:17.3402493+00:00
23mp4t,Agder Politidistrikt,205,1,Arendal,23mp4t-0,"UP har hatt adferdskontroll på Frolandsveien ved Bjønnes. 4 bilførere fikk forenklet forelegg for mobilbruk. En fører nektet å vedta forelegg, og blir anmeldt for bruk av håndholdt mobil under kjøring. ",2023-08-18T10:19:37.7228142+00:00
23mp6k,Agder Politidistrikt,205,1,Arendal,23mp6k-0,Politiet har hatt skolekontroll ved Myra skole med fokus på trafikksikkerhet. 17 kontrollerte. Ingen reaksjoner.,2023-08-21T06:42:53.0206459+00:00
23mpbl,Agder Politidistrikt,205,0,Kristiansand,23mpbl-0,Kl. 1235. Melding om at det har vært innbrudd i en båt. Politiet ser om vi får undersøkt åstedet i kveld. ,2023-09-24T16:16:55.4830674+00:00
23mpd9,Trøndelag Politidistrikt,209,6,Namsos,23mpd9-0,En person anmeldes for vold mot to andre på en privat adresse i Namsos. Ingen ble skadet nevneverdig. ,2023-09-28T01:04:13.4452849+00:00
23mpdw,Sør-Øst Politidistrikt,204,5,Drammen,23mpdw-0,kl 23:32 - Vektere ved et utested meldte om en kranglet gjest. Politiet bisto og bortviste en mann i 40 årene. Mannen valgte å ikke etterkomme pålegget fra politiet. Han ble innbragt arrest og anmeldes. ,2023-07-08T22:49:13.0753649+00:00
23mpg4,Trøndelag Politidistrikt,209,1,Steinkjer,23mpg4-0,"Melding om en kjedekollisjon med 3 involverte biler på E6. De involverte personene er alle oppegående.
Nødetatene er på stedet.",2023-09-22T19:49:15.3006219+00:00
23mph6,Sør-Øst Politidistrikt,204,6,Sandefjord,23mph6-0,kl 13:32 - Melding om en mann som truet til seg en sykkel fra en tilfeldig passerende. Mannen forsøkte deretter å stanse en bil. Mannen satte seg tilbake på sykkelen og politiet fikk kontroll mannen i 20 årene etter 5 minutter. Mannen er pågrepet og anmeldes.,2023-09-23T12:09:24.6439328+00:00
23mplm,Agder Politidistrikt,205,1,Kristiansand,23mplm-0,Kl. 2135. Fører av MC anmeldt for kjøring i påvirket tilstand. Førerkortet beslaglagt. ,2023-08-22T21:26:56.4349966+00:00
23mptr,Agder Politidistrikt,205,7,Kristiansand,23mptr-0,Kl. 1535. Melding om at det er knust en rute på en bil på parkeringsplass ved UIA. Eier anmelder forholdet. ,2023-08-16T13:39:26.3666741+00:00
23mq24,Sør-Øst Politidistrikt,204,1,Tønsberg,23mq24-0,UP har gjennomført trafikkontroll i Nedre Langgate. Tre bilførere har fått reaksjoner på bruk av mobiltelefon under føring av bil.,2023-08-31T11:11:12.9788113+00:00
23mq55,Vest Politidistrikt,207,1,Bergen,23mq55-0,"kl 0015: mann i 20-åra meldt for ruspåverka køyring. Vart stansa av patrulje idet han kom køyrande på ein moped. Teke med til legevakt for blodprøve. Blir meldt for ruspåverka køyring, og dessutan køyring utan gyldig førarkort.",2023-10-05T01:30:50.3177197+00:00
23mq7g,Sør-Øst Politidistrikt,204,3,Drammen,23mq7g-0,"06:10 Fikk vi melding om at en eldre bil hadde blitt stjålet i løpet av natten fra Mjøndalen stasjon. HJ52500 Mazda 929 GLX, lys grå/blå. 
Ca kl 1230 har bilen vært involvert i en kollisjon ved Gullaug i Lier. Da stakk den videre derfra retning Røyken. ",2023-07-22T12:17:40.5798222+00:00
23mqdk,Vest Politidistrikt,207,5,Bergen,23mqdk-0,Kl.0045. Beruset mann kastet ut fra utested. Truet og spyttet på vekter. Svært aggressiv mot politiet som ankom. Innbrakt til arresten . Blir anmeldt for ordensforstyrrelse og trusler.,2023-08-26T23:48:20.9694418+00:00
23mqf8,Agder Politidistrikt,205,1,Grimstad,23mqf8-0,"UP har hatt laserkontroll på Fv 3622 v/Molland. Utstedt 11 forenklede forelegg, høyeste hastighet 70 km/t i 60-sone.",2023-09-21T15:02:27.0130799+00:00
23mqfn,Innlandet Politidistrikt,203,2,Stor-Elvdal,23mqfn-0,Meldt om brann i ATV. Den står på et jorde og det er ikke spredningsfare. Brannvesenet har startet slukking. Det er ikke personskade. Brannvesenet har slukket brannen og ATV er totalskadd. Vi oppretter sak.,2023-08-27T14:23:23.4496492+00:00
23mqgl,Vest Politidistrikt,207,1,Sunnfjord,23mqgl-0,Bil fått vannplaning og kjørt i grøften. Kun fører i bilen. Er våken og bevisst. Politi og helse er på vei.  Nødetatene er på stedet. Bilen gått rundt flere ganger. Store materielle skader. Fører er oppegående og blir tilsett av helse på stedet. Noe trafikale problemer.,2023-07-14T00:26:03.0944072+00:00
